ID,Title,Final Decision,Year,Evaluator1,Evaluator2,Evaluator3,E1=E2?,Judge reason,Acronym,Venue_name,Authors
A75,Automatic Reconfiguration for Large-Scale Reliable Storage Systems,Exclude,2012,Exclude,Exclude,,TRUE,"The paper addresses post-deployment, operational reconfiguration: it designs an automatic membership service and reconfiguration protocols that run on deployed, running servers/replicas, probes live nodes, and requires minimal human/admin intervention. The actor is operational (MS replicas, committees, clients) and the artifacts are runtime system memberships and replica sets for a storage service (dBQS).",TDSC,IEEE Transactions on Dependable and Secure Computing,Rodrigo Rodrigues; Barbara Liskov; Kathryn Chen; Moses Liskov; David Schultz
A76,A declarative language approach to device configuration,Exclude,2012,Exclude,Exclude,,TRUE,"The paper focuses on post-deployment/runtime device configuration: it describes a CLP-based allocator run in the system knowledge base at OS boot and during hotplug to compute and program real PCI artifacts (BARs, bridge base/limit registers, and GSIs). The actors are OS components/device drivers operating on deployed hardware configuration and handling runtime events (hotplug) and quirks, not design-time modeling.",TOCS,Architectural Support for Programming Languages and Operating Systems,Adrian Schpbach; Andrew Baumann; Timothy Roscoe; Simon Peter
A77,QoS Assurance for Dynamic Reconfiguration of Component-Based Software Systems,Exclude,2012,Exclude,Exclude,,TRUE,The paper focuses on the mechanism of dynamic reconfiguration (runtime evolution/updates),TSE,IEEE Transactions on Software Engineering,Wei Li
A78,An Autonomous Engine for Services Configuration and Deployment,Exclude,2012,Exclude,Exclude,,TRUE,"The paper explicitly addresses post-deployment/runtime management and self-healing of deployed services: it models runtime Environment, Containers, Runtime Units and Resources and describes a manager/agent actor that diagnoses and applies changes to running systems (e.g., INSTALLUNIT, CONFBINDING) via platform management APIs. The focus is on operators/management systems operating on live deployments and correcting unstable or undesirable configurations in production-like environments (banking case studies).",TSE,IEEE Transactions on Software Engineering,Félix Cuadrado; Juan C. Dueñas; Rodrigo García-Carmona
A79,Configuration-based IDS for advanced metering infrastructure,Exclude,2013,Exclude,Exclude,,TRUE,"The paper addresses intrusion detection in deployed Advanced Metering Infrastructure using event logs collected at smart collectors and LTL specifications derived from device configurations, i.e., it studies runtime anomaly/attack detection in production systems rather than operator-focused post-deployment diagnosis or repair of misconfigurations.",CCS,ACM Conference on Computer and Communications Security,Muhammad Qasim Ali; Ehab Al-Shaer
A80,Practical constructions and new proof methods for large universe attribute-based encryption,Exclude,2013,Exclude,Exclude,,TRUE,"The paper develops cryptographic constructions and proof methods for attribute-based encryption. It is a security and cryptography study, not a work on diagnosing or resolving software misconfigurations.",CCS,ACM Conference on Computer and Communications Security,Yannis Rouselakis; Brent Waters
A81,Using tabu search to configure support vector regression for effort estimation,Exclude,2013,Exclude,Exclude,,TRUE,"The paper focuses on offline model configuration/tuning of Support Vector Regression using historical datasets (PROMISE, Tukutuku) to build predictive effort models; this is a pre-deployment/model-building activity carried out by researchers, not operators diagnosing or repairing configurations in running/production systems. There is no study of post-deployment misconfiguration incidents, runtime diagnosis, or operator actions on live system config files.",ESE,Empirical Software Engineering,Anna Corazza; Sergio Di Martino; Filomena Ferrucci; Carmine Gravino; Federica Sarro; E. Mendes
A82,Improving trace accuracy through data-driven configuration and composition of tracing features,Exclude,2013,Exclude,Exclude,,TRUE,"The paper studies dynamic configuration of trace-retrieval techniques for linking development artifacts (requirements, code, tests) during development/maintenance, with actors being researchers/practitioners working on traceability; it does not address diagnosing, localizing, or repairing misconfigurations in deployed/running systems or operational config files.",ESEC,European Software Engineering Conference (ESEC),Sugandha Lohar; Sorawit Amornborvornwong; Andrea Zisman; Jane Cleland-Huang
A83,Searching for better configurations: a rigorous approach to clone evaluation,Exclude,2013,Exclude,Exclude,,TRUE,"The paper focuses on search-based tuning of parameters for clone detection tools used by empirical researchers on benchmark code (Bellon suite), i.e., configuring analysis tools for experiments rather than diagnosing or repairing configurations in running/production systems. The actors are researchers/tool users and the artifacts are tool parameters and benchmark inputs, not operator troubleshooting of deployed system configuration files or runtime incidents.",ESEC,European Software Engineering Conference (ESEC),Tiantian Wang; Mark Harman; Yue Jia; Jens Krinke
A84,Diversity in software engineering research,Exclude,2013,Exclude,Exclude,,TRUE,"The paper is a meta-research study on diversity in software engineering research. It does not investigate configuration errors, troubleshooting techniques, or operational misconfiguration handling.",ESEC,European Software Engineering Conference (ESEC),Meiyappan Nagappan; Thomas Zimmermann; Christian Bird
A85,Precision reuse for efficient regression verification,Exclude,2013,Exclude,Exclude,,TRUE,The paper studies regression verification and precision reuse for program verification. Its objective is efficient formal verification of code changes rather than diagnosing configuration-induced failures in deployed systems.,ESEC,European Software Engineering Conference (ESEC),Dirk Beyer; Stefan Löwe; Evgeny Novikov; Andreas Stahlbauer; Philipp Wendler
A86,Search-based genetic optimization for deployment and reconfiguration of software in the cloud,Exclude,2013,Exclude,Exclude,,TRUE,"The paper addresses migration and simulation-based optimization of cloud deployment options and the generation of runtime reconfiguration rules using reverse-engineered architectural models and CDOSim, i.e., it is a design/migration-time deployment optimizer rather than an empirical study of operator troubleshooting in running production systems. The work evaluates candidate deployments via simulation and search (pre-deployment/decision support) instead of studying post-deployment diagnosis, localization, or repair of misconfigurations by operators in live systems.",ICSE,International Conference on Software Engineering,Sören Frey; Florian Fittkau; Wilhelm Hasselbring
A87,ConfDiagnoser: an automated configuration error diagnosis tool for Java software,Include,2013,Include,Include,,TRUE,"The paper focuses on post-deployment diagnosis: users reproduce suspected configuration errors on instrumented, running Java programs and ConfDiagnoser compares the resulting execution profile to a pre-built database of correct runs (built from examples, bug reports, and forum posts). The actor is the user/operator troubleshooting runtime misconfigurations in deployed software and the artifacts are real program configurations and execution traces.",ICSE,International Conference on Software Engineering,Sai Zhang
A88,Formal framework for specifying dynamic reconfiguration of adaptive systems,Exclude,2013,Exclude,Exclude,,TRUE,"The paper is a formal, design-level framework using reactive transition systems, adaptation contracts and \Adaptors\"" to specify dynamic reconfiguration; it focuses on formal modelling and automatic runtime adaptation rather than operator-centered",IETS,IET Software,Jaber Karimpour; Robab Alyari; Ali A. Noroozi
