Software,Link,Description,Year,Last Modified
Apache httpd,https://stackoverflow.com/questions/4270921,mod_rewrite and double slash issue,2010,2022
Apache httpd,https://serverfault.com/questions/146589/apache-virtual-host-issue,Apache Virtual Host Issue,2010,2010
Apache httpd,https://serverfault.com/questions/128809/apache-error-with-suexec-only,Apache error with suEXEC only,2010,2010
Apache httpd,https://serverfault.com/questions/128809/apache-error-with-suexec-only,Apache error with suEXEC only,2010,2010
Apache httpd,https://serverfault.com/questions/176771/apache2-virtual-host-in-a-vm-trouble-accessing-from-host-machine,"Apache2 virtual host in a VM, trouble accessing from host machine",2010,2010
Apache httpd,http://serverfault.com/questions/105670/xampp-apache-server-not-working-on-internal-network,xampp apache server not working on internal network,2010,2010
Apache httpd,http://serverfault.com/questions/216771/apache-named-virtual-hosts-and-https,apache named virtual hosts and https,2010,2010
Apache httpd,http://serverfault.com/questions/115183/ubuntu-server-mod-chroot-apache2-problem,ubuntu server mod chroot apache2 problem,2010,2010
Apache httpd,https://serverfault.com/questions/101164/apache2-could-not-reliably-determine-the-servers-fully-qualified-domain-name,apache2: Could not reliably determine the server's fully qualified domain name,2010,2012
Apache httpd,https://serverfault.com/questions/178929/php-path-info-issues,Undefined index: PATH_INFO,2010,2011
Apache httpd,https://serverfault.com/questions/206024/apache-virtualhost-and-modproxy-not-working-as-hoped,Apache VirtualHost and ModProxy not working as hoped,2010,2010
Apache httpd,http://serverfault.com/questions/100519/how-can-i-prevent-users-from-seeing-my-php-source-code,how can i prevent users from seeing my php source code,2010,2010
Apache httpd,http://serverfault.com/questions/163412/seperate-server-logs,seperate server logs,2010,2010
Apache httpd,http://serverfault.com/questions/213424/how-to-stop-mod-deflate-from-logging-to-my-php-error-log,how to stop mod deflate from logging to my php error log,2010,2010
Apache httpd,http://serverfault.com/questions/155825/starting-apache-2-at-boot-on-mac-os-x-server-10-6,starting apache 2 at boot on mac os x server 10 6,2010,2010
Apache httpd,http://serverfault.com/questions/120511/apache-permission-errors,apache permission errors,2010,2010
Apache httpd,https://serverfault.com/questions/162802/apache-httpd-client-denied-by-server-configuration-htaccess-even-when-htac,Apache HTTPD: °∞client denied by server configuration: .htaccess°± Even When .htaccess is Blank,2010,2013
Apache httpd,https://stackoverflow.com/questions/3584713,ImportError: No module named django.core.handlers.wsgi in install django mod_wsgi config on apache,2010,2013
Apache httpd,https://serverfault.com/questions/146589/apache-virtual-host-issue?r=SearchResults,Cannot configure a sub-domain in Apache,2010,2010
Apache httpd,https://stackoverflow.com/questions/1988267/apache-options-indexes-configuration-not-working,I need to stop directory listing of images directory on a website. I'm configuring cookieless domain for images and javascripts on a site. I have done the CNAME configuration and added below virtual h...,2010,2018
Apache httpd,https://stackoverflow.com/questions/2011657/apache-rewrite-rule-problems,"I have a list of folders in the htdocs that I want to include in my Apache configuration file, but I don't want to include every directory that's there manually, as more may be added later. I have 5 o...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2020418/apache-mod-rewrite,"In my Apache configuration, I have the following statement: RewriteRule ^/classic(.*) /$1 [nc,l] This will return all statements to http://localhost/classic basic the base htdoc folder (so index.html ...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2032964/location-of-web-app-on-my-server-and-apache,"I'm having a rough time with Apache and my Rails app on my production server. I have everything installed, libraries, gems, the whole get down. The issue is that I get a ""Forbidden"" error in my browse...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2040802/how-to-setup-apache-redirect-or-custom-401-document-on-kerberos-sso-login-failur,"I have a working Kerberos SSO setup, I use apache and jboss with mod_jk. Apache is protecting (by kerberos) the auto-login.htm page with the following configuration: AuthType Kerberos AuthName ""Kerber...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2053631/duplex-or-request-reply-with-apache-activemq-wcf-binding-configuration-question,"I am trying to use the Apache.NMS.WCF bindings for a WCF application and get the following error - Contract requires TwoWay (either request-reply or duplex), but Binding 'NmsBinding' doesn't support i...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2100058/tomcat-serving-urls-wrong-with-mod-proxy-and-apache,"I've set up a host with apache to serve static pages and to use Tomcat to serve my web application (See this question ). The static pages are server from "" http://myhost.com "" and the dynamic (tomcat)...",2010,2017
Apache httpd,https://stackoverflow.com/questions/2115164/why-use-apache-over-nginx-cherokee-lighttpd,"Apache has been the de facto standard web server for over a decade, but recent years have brought us web servers that consume less RAM and handle many more requests per second using fewer threads and ...",2010,2014
Apache httpd,https://stackoverflow.com/questions/2131417/using-python-like-php-in-apache-windows,"I understand that I should use mod_wsgi to run Python, and I have been trying to get that set up, but I'm confused about it: This is a sample configuration I found for web.py: LoadModule wsgi_module m...",2010,2025
Apache httpd,https://stackoverflow.com/questions/2176172/django-admin-authentication-failure,"logging into django admin fails when 'log in' button is pressed first time, but pressing ""back"" and ""log in' again - logs the user in successfully. I am deploying Django app with zc.buildout here, wit...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2181153/deploy-rails-app-to-non-root-context-restful-auth-not-working,"I'm running a rails app on http://www.naildrivin5.com/scalatour . It works fine. When I log in to the app using restful_authentication , I get taken to the http://www.naildrivin5.com instead of the ap...",2010,2011
Apache httpd,https://stackoverflow.com/questions/2204655/question-on-running-mod-perl-apache-windows,"I had developed web applications under environment mod_perl + Apache + Linux. Now, I want to deploy a web application solution to my client, under Windows. I was wondering any problem you guys encount...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2240682/htaccess-port-redirection-with-apache,I'd like to redirect http://www.mydomain.com/service to http://www.mydomain.com:PORT where PORT is the port of the service which will serve the pages. Is it possible given it's apache which is listeni...,2010,2010
Apache httpd,https://stackoverflow.com/questions/2254203/apache-root-relative-links,"Using apache 2, I have a simple virtual host container: ServerName developmentServer DocumentRoot /var/www The site is accessible, but I'm having trouble using root relative links within the site. I h...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2270364/what-is-apache-htaccess-configuration-to-require-authentication-for-all-except-f,"What is the htaccess lines/config I would require to ensure that all parts of my site (files & URLs) are protected by authentication, EXCEPT for a given limited set of URLs. For example all except ""/a...",2010,2012
Apache httpd,https://stackoverflow.com/questions/2289225/how-to-override-default-permissions-for-files-stored-by-apache-php-in-tmp,"I am on Linux, obviously. PHP scripts seem to be running under 'www-data' user. I can also see that uploaded files end up in the default /tmp directory, each with a name prepended by ""php"". All standa...",2010,2010
Apache httpd,https://stackoverflow.com/questions/2291662/apache-406-not-acceptable-php-problem,I'm debugging a flash website that do a request to an php file named upload.php to upload some images to the server. The problem i'm having that debugging it with Firebug the request to that page is t...,2010,2010
Apache httpd,https://stackoverflow.com/questions/2309496/php-print-arabic-string,"When I try and execute this code to print out an Arabic string: print(""ÿ•ÿ∂ÿßŸÅÿ©""); I get this output: √ò¬•√ò¬∂√ò¬ß√ô√ò¬© . If I utf8_decode() it I'll get ????? . I have ""AddLanguage ar"" in my apache configuration...",2010,2013
Apache httpd,https://stackoverflow.com/questions/2316610/php-files-are-downloaded-by-browser-instead-of-processed-by-local-dev-server-ma,Everything was going great until I added AddHandler application/x-httpd-php5s .php to the .htaccess file in my local server's document root (which I change frequently depending on the site I'm working...,2010,2010
